NAICS_CODE,NAICS_DESCRIPTION,NAICS_SUBSECTOR_CODE,NAICS_SUBSECTOR_DESCRIPTION,NAICS_GROUP_CODE,NAICS_GROUP_DESCRIPTION
561439,Other Business Service Centers (including Copy Shops) ,561,Administrative and Support Services,56,Administrative and Support and Waste Management and Remediation Services
561440,Collection Agencies,561,Administrative and Support Services,56,Administrative and Support and Waste Management and Remediation Services
561450,Credit Bureaus,561,Administrative and Support Services,56,Administrative and Support and Waste Management and Remediation Services
561491,Repossession Services ,561,Administrative and Support Services,56,Administrative and Support and Waste Management and Remediation Services
561492,Court Reporting and Stenotype Services ,561,Administrative and Support Services,56,Administrative and Support and Waste Management and Remediation Services
561499,All Other Business Support Services ,561,Administrative and Support Services,56,Administrative and Support and Waste Management and Remediation Services
561510,Travel Agencies,561,Administrative and Support Services,56,Administrative and Support and Waste Management and Remediation Services
561520,Tour Operators,561,Administrative and Support Services,56,Administrative and Support and Waste Management and Remediation Services
561591,Convention and Visitors Bureaus ,561,Administrative and Support Services,56,Administrative and Support and Waste Management and Remediation Services
561599,All Other Travel Arrangement and Reservation Services ,561,Administrative and Support Services,56,Administrative and Support and Waste Management and Remediation Services
561611,Investigation Services ,561,Administrative and Support Services,56,Administrative and Support and Waste Management and Remediation Services
561612,Security Guards and Patrol Services ,561,Administrative and Support Services,56,Administrative and Support and Waste Management and Remediation Services
561613,Armored Car Services ,561,Administrative and Support Services,56,Administrative and Support and Waste Management and Remediation Services
561621,Security Systems Services (except Locksmiths) ,561,Administrative and Support Services,56,Administrative and Support and Waste Management and Remediation Services
561622,Locksmiths ,561,Administrative and Support Services,56,Administrative and Support and Waste Management and Remediation Services
561710,Exterminating and Pest Control Services,561,Administrative and Support Services,56,Administrative and Support and Waste Management and Remediation Services
561720,Janitorial Services ,561,Administrative and Support Services,56,Administrative and Support and Waste Management and Remediation Services
561730,Landscaping Services,561,Administrative and Support Services,56,Administrative and Support and Waste Management and Remediation Services
561740,Carpet and Upholstery Cleaning Services,561,Administrative and Support Services,56,Administrative and Support and Waste Management and Remediation Services
561790,Other Services to Buildings and Dwellings ,561,Administrative and Support Services,56,Administrative and Support and Waste Management and Remediation Services
561910,Packaging and Labeling Services,561,Administrative and Support Services,56,Administrative and Support and Waste Management and Remediation Services
561920,Convention and Trade Show Organizers,561,Administrative and Support Services,56,Administrative and Support and Waste Management and Remediation Services
561990,All Other Support Services,561,Administrative and Support Services,56,Administrative and Support and Waste Management and Remediation Services
562111,Solid Waste Collection ,562,Waste Management and Remediation Services,56,Administrative and Support and Waste Management and Remediation Services
562112,Hazardous Waste Collection ,562,Waste Management and Remediation Services,56,Administrative and Support and Waste Management and Remediation Services
562119,Other Waste Collection ,562,Waste Management and Remediation Services,56,Administrative and Support and Waste Management and Remediation Services
562211,Hazardous Waste Treatment and Disposal ,562,Waste Management and Remediation Services,56,Administrative and Support and Waste Management and Remediation Services
562212,Solid Waste Landfill ,562,Waste Management and Remediation Services,56,Administrative and Support and Waste Management and Remediation Services
562213,Solid Waste Combustors and Incinerators ,562,Waste Management and Remediation Services,56,Administrative and Support and Waste Management and Remediation Services
562219,Other Nonhazardous Waste Treatment and Disposal ,562,Waste Management and Remediation Services,56,Administrative and Support and Waste Management and Remediation Services
562910,Remediation Services ,562,Waste Management and Remediation Services,56,Administrative and Support and Waste Management and Remediation Services
562920,Materials Recovery Facilities ,562,Waste Management and Remediation Services,56,Administrative and Support and Waste Management and Remediation Services
562991,Septic Tank and Related Services ,562,Waste Management and Remediation Services,56,Administrative and Support and Waste Management and Remediation Services
562998,All Other Miscellaneous Waste Management Services ,562,Waste Management and Remediation Services,56,Administrative and Support and Waste Management and Remediation Services
611110,Elementary and Secondary Schools ,611,Educational Services,61,Educational Services
611210,Junior Colleges ,611,Educational Services,61,Educational Services
611310,"Colleges, Universities, and Professional Schools ",611,Educational Services,61,Educational Services
611410,Business and Secretarial Schools ,611,Educational Services,61,Educational Services
611420,Computer Training ,611,Educational Services,61,Educational Services
611430,Professional and Management Development Training ,611,Educational Services,61,Educational Services
611511,Cosmetology and Barber Schools ,611,Educational Services,61,Educational Services
611512,Flight Training ,611,Educational Services,61,Educational Services
611513,Apprenticeship Training ,611,Educational Services,61,Educational Services
611519,Other Technical and Trade Schools ,611,Educational Services,61,Educational Services
611610,Fine Arts Schools ,611,Educational Services,61,Educational Services
611620,Sports and Recreation Instruction ,611,Educational Services,61,Educational Services
611630,Language Schools ,611,Educational Services,61,Educational Services
611691,Exam Preparation and Tutoring ,611,Educational Services,61,Educational Services
611692,Automobile Driving Schools ,611,Educational Services,61,Educational Services
611699,All Other Miscellaneous Schools and Instruction ,611,Educational Services,61,Educational Services
611710,Educational Support Services,611,Educational Services,61,Educational Services
621111,Offices of Physicians (except Mental Health Specialists) ,621,Ambulatory Health Care Services,62,Health Care and Social Assistance
621112,"Offices of Physicians, Mental Health Specialists ",621,Ambulatory Health Care Services,62,Health Care and Social Assistance
621210,Offices of Dentists ,621,Ambulatory Health Care Services,62,Health Care and Social Assistance
621310,Offices of Chiropractors ,621,Ambulatory Health Care Services,62,Health Care and Social Assistance
621320,Offices of Optometrists,621,Ambulatory Health Care Services,62,Health Care and Social Assistance
621330,Offices of Mental Health Practitioners (except Physicians) ,621,Ambulatory Health Care Services,62,Health Care and Social Assistance
621340,"Offices of Physical, Occupational and Speech Therapists, and Audiologists ",621,Ambulatory Health Care Services,62,Health Care and Social Assistance
621391,Offices of Podiatrists ,621,Ambulatory Health Care Services,62,Health Care and Social Assistance
621399,Offices of All Other Miscellaneous Health Practitioners ,621,Ambulatory Health Care Services,62,Health Care and Social Assistance
621410,Family Planning Centers ,621,Ambulatory Health Care Services,62,Health Care and Social Assistance
621420,Outpatient Mental Health and Substance Abuse Centers ,621,Ambulatory Health Care Services,62,Health Care and Social Assistance
621491,HMO Medical Centers ,621,Ambulatory Health Care Services,62,Health Care and Social Assistance
621492,Kidney Dialysis Centers ,621,Ambulatory Health Care Services,62,Health Care and Social Assistance
621493,Freestanding Ambulatory Surgical and Emergency Centers ,621,Ambulatory Health Care Services,62,Health Care and Social Assistance
621498,All Other Outpatient Care Centers ,621,Ambulatory Health Care Services,62,Health Care and Social Assistance
621511,Medical Laboratories ,621,Ambulatory Health Care Services,62,Health Care and Social Assistance
621512,Diagnostic Imaging Centers ,621,Ambulatory Health Care Services,62,Health Care and Social Assistance
621610,Home Health Care Services,621,Ambulatory Health Care Services,62,Health Care and Social Assistance
621910,Ambulance Services ,621,Ambulatory Health Care Services,62,Health Care and Social Assistance
621991,Blood and Organ Banks ,621,Ambulatory Health Care Services,62,Health Care and Social Assistance
621999,All Other Miscellaneous Ambulatory Health Care Services ,621,Ambulatory Health Care Services,62,Health Care and Social Assistance
622110,General Medical and Surgical Hospitals ,622,Hospitals,62,Health Care and Social Assistance
622210,Psychiatric and Substance Abuse Hospitals ,622,Hospitals,62,Health Care and Social Assistance
622310,Specialty (except Psychiatric and Substance Abuse) Hospitals ,622,Hospitals,62,Health Care and Social Assistance
623110,Nursing Care Facilities (Skilled Nursing Facilities) ,623,Nursing and Residential Care Facilities,62,Health Care and Social Assistance
623210,Residential Intellectual and Developmental Disability Facilities ,623,Nursing and Residential Care Facilities,62,Health Care and Social Assistance
623220,Residential Mental Health and Substance Abuse Facilities ,623,Nursing and Residential Care Facilities,62,Health Care and Social Assistance
623311,Continuing Care Retirement Communities ,623,Nursing and Residential Care Facilities,62,Health Care and Social Assistance
623312,Assisted Living Facilities for the Elderly ,623,Nursing and Residential Care Facilities,62,Health Care and Social Assistance
623990,Other Residential Care Facilities ,623,Nursing and Residential Care Facilities,62,Health Care and Social Assistance
624110,Child and Youth Services ,624,Social Assistance,62,Health Care and Social Assistance
624120,Services for the Elderly and Persons with Disabilities ,624,Social Assistance,62,Health Care and Social Assistance
624190,Other Individual and Family Services ,624,Social Assistance,62,Health Care and Social Assistance
624210,Community Food Services ,624,Social Assistance,62,Health Care and Social Assistance
624221,Temporary Shelters ,624,Social Assistance,62,Health Care and Social Assistance
624229,Other Community Housing Services ,624,Social Assistance,62,Health Care and Social Assistance
624230,Emergency and Other Relief Services ,624,Social Assistance,62,Health Care and Social Assistance
624310,Vocational Rehabilitation Services ,624,Social Assistance,62,Health Care and Social Assistance
624410,Child Day Care Services ,624,Social Assistance,62,Health Care and Social Assistance
711110,Theater Companies and Dinner Theaters ,711,"Performing Arts, Spectator Sports, and Related Industries",71,"Arts, Entertainment, and Recreation"
711120,Dance Companies ,711,"Performing Arts, Spectator Sports, and Related Industries",71,"Arts, Entertainment, and Recreation"
711130,Musical Groups and Artists ,711,"Performing Arts, Spectator Sports, and Related Industries",71,"Arts, Entertainment, and Recreation"
711190,Other Performing Arts Companies ,711,"Performing Arts, Spectator Sports, and Related Industries",71,"Arts, Entertainment, and Recreation"
711211,Sports Teams and Clubs ,711,"Performing Arts, Spectator Sports, and Related Industries",71,"Arts, Entertainment, and Recreation"
711212,Racetracks ,711,"Performing Arts, Spectator Sports, and Related Industries",71,"Arts, Entertainment, and Recreation"
711219,Other Spectator Sports ,711,"Performing Arts, Spectator Sports, and Related Industries",71,"Arts, Entertainment, and Recreation"
711310,"Promoters of Performing Arts, Sports, and Similar Events with Facilities ",711,"Performing Arts, Spectator Sports, and Related Industries",71,"Arts, Entertainment, and Recreation"
711320,"Promoters of Performing Arts, Sports, and Similar Events without Facilities ",711,"Performing Arts, Spectator Sports, and Related Industries",71,"Arts, Entertainment, and Recreation"
711410,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures",711,"Performing Arts, Spectator Sports, and Related Industries",71,"Arts, Entertainment, and Recreation"
711510,"Independent Artists, Writers, and Performers ",711,"Performing Arts, Spectator Sports, and Related Industries",71,"Arts, Entertainment, and Recreation"
712110,Museums ,712,"Museums, Historical Sites, and Similar Institutions",71,"Arts, Entertainment, and Recreation"
712120,Historical Sites,712,"Museums, Historical Sites, and Similar Institutions",71,"Arts, Entertainment, and Recreation"
712130,Zoos and Botanical Gardens ,712,"Museums, Historical Sites, and Similar Institutions",71,"Arts, Entertainment, and Recreation"
712190,Nature Parks and Other Similar Institutions,712,"Museums, Historical Sites, and Similar Institutions",71,"Arts, Entertainment, and Recreation"
713110,Amusement and Theme Parks ,713,"Amusement, Gambling, and Recreation Industries",71,"Arts, Entertainment, and Recreation"
713120,Amusement Arcades,713,"Amusement, Gambling, and Recreation Industries",71,"Arts, Entertainment, and Recreation"
713210,Casinos (except Casino Hotels),713,"Amusement, Gambling, and Recreation Industries",71,"Arts, Entertainment, and Recreation"
713290,Other Gambling Industries ,713,"Amusement, Gambling, and Recreation Industries",71,"Arts, Entertainment, and Recreation"
713910,Golf Courses and Country Clubs,713,"Amusement, Gambling, and Recreation Industries",71,"Arts, Entertainment, and Recreation"
713920,Skiing Facilities,713,"Amusement, Gambling, and Recreation Industries",71,"Arts, Entertainment, and Recreation"
713930,Marinas,713,"Amusement, Gambling, and Recreation Industries",71,"Arts, Entertainment, and Recreation"
713940,Fitness and Recreational Sports Centers ,713,"Amusement, Gambling, and Recreation Industries",71,"Arts, Entertainment, and Recreation"
713950,Bowling Centers,713,"Amusement, Gambling, and Recreation Industries",71,"Arts, Entertainment, and Recreation"
713990,All Other Amusement and Recreation Industries ,713,"Amusement, Gambling, and Recreation Industries",71,"Arts, Entertainment, and Recreation"
721110,Hotels (except Casino Hotels) and Motels ,721,Accommodation,72,Accommodation and Food Services
721120,Casino Hotels,721,Accommodation,72,Accommodation and Food Services
721191,Bed-and-Breakfast Inns ,721,Accommodation,72,Accommodation and Food Services
721199,All Other Traveler Accommodation ,721,Accommodation,72,Accommodation and Food Services
721211,RV (Recreational Vehicle) Parks and Campgrounds ,721,Accommodation,72,Accommodation and Food Services
721214,Recreational and Vacation Camps (except Campgrounds) ,721,Accommodation,72,Accommodation and Food Services
721310,"Rooming and Boarding Houses, Dormitories, and Workers' Camps ",721,Accommodation,72,Accommodation and Food Services
722310,Food Service Contractors,722,Food Services and Drinking Places,72,Accommodation and Food Services
722320,Caterers,722,Food Services and Drinking Places,72,Accommodation and Food Services
722330,Mobile Food Services,722,Food Services and Drinking Places,72,Accommodation and Food Services
722410,Drinking Places (Alcoholic Beverages) ,722,Food Services and Drinking Places,72,Accommodation and Food Services
722511,Full-Service Restaurants ,722,Food Services and Drinking Places,72,Accommodation and Food Services
722513,Limited-Service Restaurants ,722,Food Services and Drinking Places,72,Accommodation and Food Services
722514,"Cafeterias, Grill Buffets, and Buffets ",722,Food Services and Drinking Places,72,Accommodation and Food Services
722515,Snack and Nonalcoholic Beverage Bars ,722,Food Services and Drinking Places,72,Accommodation and Food Services
811111,General Automotive Repair ,811,Repair and Maintenance,81,Other Services (except Public Administration)
811112,Automotive Exhaust System Repair ,811,Repair and Maintenance,81,Other Services (except Public Administration)
811113,Automotive Transmission Repair ,811,Repair and Maintenance,81,Other Services (except Public Administration)
811118,Other Automotive Mechanical and Electrical Repair and Maintenance ,811,Repair and Maintenance,81,Other Services (except Public Administration)
811121,"Automotive Body, Paint, and Interior Repair and Maintenance ",811,Repair and Maintenance,81,Other Services (except Public Administration)
811122,Automotive Glass Replacement Shops ,811,Repair and Maintenance,81,Other Services (except Public Administration)
811191,Automotive Oil Change and Lubrication Shops ,811,Repair and Maintenance,81,Other Services (except Public Administration)
811192,Car Washes ,811,Repair and Maintenance,81,Other Services (except Public Administration)
811198,All Other Automotive Repair and Maintenance ,811,Repair and Maintenance,81,Other Services (except Public Administration)
811211,Consumer Electronics Repair and Maintenance ,811,Repair and Maintenance,81,Other Services (except Public Administration)
811212,Computer and Office Machine Repair and Maintenance ,811,Repair and Maintenance,81,Other Services (except Public Administration)
811213,Communication Equipment Repair and Maintenance ,811,Repair and Maintenance,81,Other Services (except Public Administration)
811219,Other Electronic and Precision Equipment Repair and Maintenance ,811,Repair and Maintenance,81,Other Services (except Public Administration)
811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance ,811,Repair and Maintenance,81,Other Services (except Public Administration)
811411,Home and Garden Equipment Repair and Maintenance ,811,Repair and Maintenance,81,Other Services (except Public Administration)
811412,Appliance Repair and Maintenance ,811,Repair and Maintenance,81,Other Services (except Public Administration)
811420,Reupholstery and Furniture Repair,811,Repair and Maintenance,81,Other Services (except Public Administration)
811430,Footwear and Leather Goods Repair,811,Repair and Maintenance,81,Other Services (except Public Administration)
811490,Other Personal and Household Goods Repair and Maintenance ,811,Repair and Maintenance,81,Other Services (except Public Administration)
812111,Barber Shops ,812,Personal and Laundry Services,81,Other Services (except Public Administration)
812112,Beauty Salons ,812,Personal and Laundry Services,81,Other Services (except Public Administration)
812113,Nail Salons ,812,Personal and Laundry Services,81,Other Services (except Public Administration)
812191,Diet and Weight Reducing Centers ,812,Personal and Laundry Services,81,Other Services (except Public Administration)
812199,Other Personal Care Services ,812,Personal and Laundry Services,81,Other Services (except Public Administration)
812210,Funeral Homes and Funeral Services ,812,Personal and Laundry Services,81,Other Services (except Public Administration)
812220,Cemeteries and Crematories ,812,Personal and Laundry Services,81,Other Services (except Public Administration)
812310,Coin-Operated Laundries and Drycleaners ,812,Personal and Laundry Services,81,Other Services (except Public Administration)
812320,Drycleaning and Laundry Services (except Coin-Operated) ,812,Personal and Laundry Services,81,Other Services (except Public Administration)
812331,Linen Supply ,812,Personal and Laundry Services,81,Other Services (except Public Administration)
812332,Industrial Launderers ,812,Personal and Laundry Services,81,Other Services (except Public Administration)
812910,Pet Care (except Veterinary) Services ,812,Personal and Laundry Services,81,Other Services (except Public Administration)
812921,Photofinishing Laboratories (except One-Hour) ,812,Personal and Laundry Services,81,Other Services (except Public Administration)
812922,One-Hour Photofinishing ,812,Personal and Laundry Services,81,Other Services (except Public Administration)
812930,Parking Lots and Garages ,812,Personal and Laundry Services,81,Other Services (except Public Administration)
812990,All Other Personal Services ,812,Personal and Laundry Services,81,Other Services (except Public Administration)
813110,Religious Organizations ,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",81,Other Services (except Public Administration)
813211,Grantmaking Foundations ,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",81,Other Services (except Public Administration)
813212,Voluntary Health Organizations ,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",81,Other Services (except Public Administration)
813219,Other Grantmaking and Giving Services ,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",81,Other Services (except Public Administration)
813311,Human Rights Organizations ,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",81,Other Services (except Public Administration)
813312,"Environment, Conservation and Wildlife Organizations ",813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",81,Other Services (except Public Administration)
813319,Other Social Advocacy Organizations ,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",81,Other Services (except Public Administration)
813410,Civic and Social Organizations ,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",81,Other Services (except Public Administration)
813910,Business Associations ,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",81,Other Services (except Public Administration)
813920,Professional Organizations ,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",81,Other Services (except Public Administration)
813930,Labor Unions and Similar Labor Organizations ,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",81,Other Services (except Public Administration)
813940,Political Organizations ,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",81,Other Services (except Public Administration)
813990,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) ",813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",81,Other Services (except Public Administration)
814110,Private Households,814,Private Households,81,Other Services (except Public Administration)
921110,Executive Offices ,921,"Executive, Legislative, and Other General Government Suppor",92,Public Administration
921120,Legislative Bodies ,921,"Executive, Legislative, and Other General Government Suppor",92,Public Administration
921130,Public Finance Activities ,921,"Executive, Legislative, and Other General Government Suppor",92,Public Administration
921140,"Executive and Legislative Offices, Combined ",921,"Executive, Legislative, and Other General Government Suppor",92,Public Administration
921150,American Indian and Alaska Native Tribal Governments ,921,"Executive, Legislative, and Other General Government Suppor",92,Public Administration
921190,Other General Government Support ,921,"Executive, Legislative, and Other General Government Suppor",92,Public Administration
922110,Courts ,922,"Justice, Public Order, and Safety Activitie",92,Public Administration
922120,Police Protection ,922,"Justice, Public Order, and Safety Activitie",92,Public Administration
922130,Legal Counsel and Prosecution ,922,"Justice, Public Order, and Safety Activitie",92,Public Administration
922140,Correctional Institutions ,922,"Justice, Public Order, and Safety Activitie",92,Public Administration
922150,Parole Offices and Probation Offices ,922,"Justice, Public Order, and Safety Activitie",92,Public Administration
922160,Fire Protection ,922,"Justice, Public Order, and Safety Activitie",92,Public Administration
922190,"Other Justice, Public Order, and Safety Activities ",922,"Justice, Public Order, and Safety Activitie",92,Public Administration
923110,Administration of Education Programs ,923,Administration of Human Resource Program,92,Public Administration
923120,Administration of Public Health Programs ,923,Administration of Human Resource Program,92,Public Administration
923130,"Administration of Human Resource Programs (except Education, Public Health, and Veterans' Affairs Programs) ",923,Administration of Human Resource Program,92,Public Administration
923140,Administration of Veterans' Affairs ,923,Administration of Human Resource Program,92,Public Administration
924110,Administration of Air and Water Resource and Solid Waste Management Programs ,924,Administration of Environmental Quality Program,92,Public Administration
924120,Administration of Conservation Programs ,924,Administration of Environmental Quality Program,92,Public Administration
925110,Administration of Housing Programs ,925,"Administration of Housing Programs, Urban Planning, and Community Developmen",92,Public Administration
925120,Administration of Urban Planning and Community and Rural Development ,925,"Administration of Housing Programs, Urban Planning, and Community Developmen",92,Public Administration
926110,Administration of General Economic Programs ,926,Administration of Economic Program,92,Public Administration
926120,Regulation and Administration of Transportation Programs ,926,Administration of Economic Program,92,Public Administration
926130,"Regulation and Administration of Communications, Electric, Gas, and Other Utilities ",926,Administration of Economic Program,92,Public Administration
926140,Regulation of Agricultural Marketing and Commodities ,926,Administration of Economic Program,92,Public Administration
926150,"Regulation, Licensing, and Inspection of Miscellaneous Commercial Sectors ",926,Administration of Economic Program,92,Public Administration
927110,Space Research and Technology ,927,Space Research and Technolog,92,Public Administration
928110,National Security ,928,National Security and International Affair,92,Public Administration
928120,International Affairs ,928,National Security and International Affair,92,Public Administration
